EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3526,Darius,Krause,2022-09-15,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4
3527,Ahmed,Hawkins,2020-05-01,2021-02-25,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1
3528,Kymani,Benjamin,2022-10-13,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2
3529,Callum,Mcdaniel,2020-01-03,2020-08-24,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2
3530,Zariah,Black,2019-11-13,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2
3531,Ronnie,Mayer,2023-06-17,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1
3532,Marlon,Ford,2021-10-14,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1
3533,Slade,Griffith,2021-06-01,2023-07-16,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,1966-12-11,ND,Administrator,Male,65183,White,Married,Fully Meets,2
3534,Lee,Frye,2018-09-14,,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-08-1959,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4
3535,Veronica,Rowe,2018-12-11,2022-06-02,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,1994-02-02,KY,Engineer,Female,29811,Black,Single,Fully Meets,4
3536,Aylin,Berg,2022-08-06,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,1989-02-01,GA,Administrative,Female,89169,Black,Single,Fully Meets,2
3537,Neveah,Rowe,2022-05-28,2023-02-24,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,1954-11-07,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2
3538,Keith,Baxter,2019-06-16,2022-03-05,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2
3539,Chaz,Bruce,2019-12-08,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,27-11-1983,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5
3540,Maya,Mccann,2020-03-12,2022-10-09,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,1983-09-06,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4
3541,Aaron,Weber,2020-04-06,2023-07-24,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2
3542,Ellie,Gill,2023-04-15,,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,1948-01-03,IN,Manager,Male,45456,White,Married,Needs Improvement,1
3543,Rayne,Kerr,2020-11-10,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2
3544,Samara,Mcbride,2023-06-29,2023-07-09,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,16-09-2000,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2
3545,Ryann,Rubio,2022-03-07,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1
3546,Paris,Carr,2021-07-31,2023-01-27,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1
3547,Adriel,Wiggins,2022-01-20,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2
3548,Sanaa,Glass,2021-07-11,2022-10-10,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1
3549,Ryan,Lynch,2018-10-15,2020-10-18,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2
3550,Charlie,Atkinson,2021-11-26,2022-10-14,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1
3551,Emery,Roach,2018-08-11,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,1954-04-07,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4
3552,Harper,Ramos,2020-02-16,2020-06-03,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,1942-11-08,CO,Foreman,Male,28714,White,Single,Needs Improvement,1
3553,Khalil,Mendez,2020-01-20,,Area Sales Manager,Regina Martinez,khalil.mendez@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,1949-07-05,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4
3554,Lizeth,Holland,2019-03-31,,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1
3555,Matilda,Randall,2023-01-06,2023-05-07,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,1988-11-01,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4
3556,Damien,Howe,2019-07-18,2020-01-15,Area Sales Manager,Sarah Petersen,damien.howe@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2
3557,Nicholas,Obrien,2019-02-13,,Area Sales Manager,Victoria Christian DDS,nicholas.obrien@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,1960-06-06,MA,Operator,Male,68837,Other,Single,Fully Meets,2
3558,Mildred,Gentry,2018-12-30,,Production Technician I,Erin Moore,mildred.gentry@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),1959-04-06,MA,Manager,Female,2145,Black,Single,Fully Meets,1
3559,Wilson K,Adinolfi,2019-11-06,2020-09-06,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2
3560,Joanne,Handschiegl,2022-06-01,,Production Technician I,Wanda Ross DDS,joanne.handschiegl@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1954,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4
3561,Dianna,Blount,2023-03-28,,Production Technician II,Steven King,dianna.blount@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5
3562,Jean,Crimmings,2019-05-21,2023-01-05,Production Technician I,Stephen Rodriguez,jean.crimmings@bilearner.com,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),1954-09-04,MA,Manager,Female,1821,Other,Single,Exceeds,2
3563,Nore,Sadki,2019-01-01,,Production Technician I,Patricia Carter,nore.sadki@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,15-10-1946,MA,Driver,Male,2148,Black,Widowed,PIP,4
3564,Susan,Lundy,2019-01-26,2020-12-02,Production Technician II,Diana Johnson,susan.lundy@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,1994-07-11,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1
3565,Kramer,Keatts,2021-09-11,,Production Technician I,Diana Good,kramer.keatts@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,1968-10-05,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4
3566,Maliki,Moumanil,2021-09-26,,Production Technician II,Desiree Stephens,maliki.moumanil@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,1963-05-10,MA,Lineman,Male,1460,Black,Single,Fully Meets,2
3567,Nader,Barton,2023-03-04,,Production Technician I,Debra Garcia,nader.barton@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,1966-02-09,MA,Technician,Male,2747,Asian,Widowed,Fully Meets,4
3568,Quinn,Rarrick,2023-07-11,2023-07-29,Production Technician I,Susan Brown,quinn.rarrick@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Couple really very hear.,Production       ,Field Operations,1974-08-12,MA,Foreman,Male,2478,Asian,Divorced,Fully Meets,2
3569,Beatrice,Chace,2019-02-09,2020-08-28,Production Technician I,Margaret Hampton,beatrice.chace@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Trial little must kitchen recently.,Production       ,Catv,19-07-1995,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2
3570,Adrienne J,Homberger,2019-04-19,2021-10-26,Production Technician II,Brandon Miller,adrienne j.homberger@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Change instead determine share far leg ground.,Production       ,Fielders,23-11-1974,MA,Engineer,Female,2445,Asian,Married,Fully Meets,1
3571,Marilyn,Linares,2022-07-07,2023-07-17,Production Technician I,Dr. Matthew Schmitt,marilyn.linares@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Heavy throughout program.,Production       ,Field Operations,29-08-1947,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4
3572,Timothy,Sullivan,2019-03-12,2020-05-19,Production Technician I,Shawn Berry,timothy.sullivan@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,1994-07-06,MA,Engineer,Male,2747,White,Single,Fully Meets,5
3573,Jennifer,Medeiros,2020-03-09,2021-10-17,Production Technician I,Brittany Martin,jennifer.medeiros@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Involuntary,Cup purpose hundred region similar.,Production       ,Field Operations,26-10-1983,MA,Driller,Female,2346,Asian,Divorced,Exceeds,4
3574,Anna,Von Massenbach,2021-05-18,2022-01-04,Production Technician I,Timothy Weaver,anna.von massenbach@bilearner.com,WBL,Future Start,Contract,Zone B,Full-Time,Involuntary,News quite number answer program.,Production       ,Underground,1951-06-05,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1
3575,George,Johnson,2021-04-28,2022-01-18,Production Technician I,Amanda Smith,george.johnson@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Big large training region.,Production       ,Field Operations,1987-05-03,MA,Groundman,Male,2445,Hispanic,Single,Exceeds,5
3576,Angela,Erilus,2021-07-21,2023-04-26,Production Technician II,Marc Cummings,angela.erilus@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,26-04-1992,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4
3577,Miguel,Estremera,2019-09-15,,Production Technician I,James Rodriguez,miguel.estremera@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4
3578,Clinton,Owad,2019-05-04,,Production Technician I,Elizabeth Sullivan MD,clinton.owad@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2
3579,Constance,Sloan,2021-05-20,,Production Technician II,Sean Marsh,constance.sloan@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,15-11-1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4
3580,Davion,Sanchez,2019-12-16,,Production Technician I,Kathryn Wilkinson,davion.sanchez@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-04-1942,MA,Foreman,Male,41016,Other,Married,Fully Meets,4
3581,Ross,Strickland,2020-11-20,2023-05-01,Production Technician I,Paul Walker,ross.strickland@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,1943-08-03,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
3582,Augustus,Drake,2020-08-19,2022-05-04,Production Technician I,Elizabeth Robertson,augustus.drake@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Retirement,Other might rise today.,Production       ,Yard (Material Handling),1968-09-08,MA,Laborer,Male,90676,Asian,Widowed,Fully Meets,4
3583,Gracelyn,Huynh,2021-04-28,2022-04-18,Production Technician I,Tasha Mayer,gracelyn.huynh@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Retirement,Others those data before major how.,Production       ,Field Operations,20-11-1958,MA,Construction Manager,Female,16011,White,Married,Needs Improvement,4
3584,Orlando,Armstrong,2020-08-14,,Production Technician I,Chris Walker,orlando.armstrong@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,1987-07-11,MA,Lineman,Female,2051,Other,Married,Fully Meets,4
3585,Edward,Everett,2021-12-22,,Production Technician I,Traci Floyd,edward.everett@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),16-07-1992,MA,Laborer,Female,3074,Black,Divorced,Fully Meets,4
3586,Jaqueline,Terrell,2019-02-01,2019-02-10,Production Technician I,Veronica Wiley,jaqueline.terrell@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Resignation,Identify next game leader.,Production       ,People Services,27-12-2000,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2
3587,Quinn,Mccullough,2021-05-10,2021-12-17,Production Technician I,Katherine Gay,quinn.mccullough@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Society red to able.,Production       ,General - Eng,25-12-1977,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2
3588,Selena,Greer,2019-06-25,2019-08-15,Production Technician I,Paul Lopez,selena.greer@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),1972-08-03,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2
3589,Giovani,Roy,2019-04-25,,Production Technician I,Jay Bush,giovani.roy@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,1951-02-08,MA,Laborer,Male,2683,White,Single,Fully Meets,1
3590,Dominik,Mullen,2021-02-25,2022-10-13,Production Technician I,Jessica Allen,dominik.mullen@bilearner.com,PYZ,Future Start,Part-Time,Zone C,Full-Time,Retirement,Country as dream project office.,Production       ,Field Operations,31-05-1995,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4
3591,Abdullah,Ellison,2021-11-23,2023-05-29,Production Technician I,Dr. William Thompson,abdullah.ellison@bilearner.com,SVG,Future Start,Contract,Zone B,Part-Time,Voluntary,Quality decade director.,Production       ,Field Operations,14-11-1998,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5
3592,Andre,Guzman,2021-10-05,2022-06-18,Production Technician I,Mrs. Audrey Gonzalez DDS,andre.guzman@bilearner.com,TNS,Future Start,Contract,Zone B,Full-Time,Voluntary,Particular network available hospital.,Production       ,Field Operations,23-12-1998,MA,Technician,Male,9454,Other,Single,Fully Meets,3
3593,Brayden,Malone,2020-05-30,,Production Technician I,Ashley Bradshaw,brayden.malone@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,1949-11-11,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1
3594,Maribel,Morrison,2018-12-11,,Production Technician I,Ashley Meyer,maribel.morrison@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-03-1968,MA,Technician,Male,72888,Black,Married,Needs Improvement,1
3595,Fisher,Stafford,2020-09-22,2022-09-14,Production Technician I,Nicole Delgado,fisher.stafford@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Resignation,Dark meeting play room head join truth involve.,Production       ,Engineers,1952-02-03,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1
3596,Kellen,Medina,2019-07-28,,Production Technician I,John Henry,kellen.medina@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,19-07-1982,MA,Technician,Male,33998,Other,Single,Needs Improvement,2
3597,Brenton,Monroe,2020-06-06,2021-04-14,Production Technician II,Autumn Decker,brenton.monroe@bilearner.com,PYZ,Future Start,Contract,Zone C,Part-Time,Retirement,Democrat themselves deal future early.,Production       ,General - Con,31-10-1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1
3598,Derick,Rocha,2018-09-28,2023-08-05,Production Technician II,Alex Moore,derick.rocha@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Majority executive plan imagine.,Production       ,Project Management - Eng,1950-06-10,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1
3599,Elaine,Weeks,2020-04-12,,Production Technician II,Dana Smith,elaine.weeks@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,31-03-1950,MA,Technician,Female,14044,White,Divorced,Fully Meets,2
3600,Marely,Dixon,2022-11-01,,Production Technician II,Bobby Serrano,marely.dixon@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,1949-07-10,MA,Technician,Female,34810,White,Single,Fully Meets,2
3601,Keagan,Henson,2022-11-21,,Production Technician II,Robert Riley,keagan.henson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,22-07-1966,MA,Billing,Female,75187,White,Married,Fully Meets,5
3602,Helena,Davenport,2021-04-11,2023-05-24,Production Technician II,Crystal Mcneil,helena.davenport@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Quality audience deal assume.,Production       ,Engineers,1994-12-10,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5
